,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
477,Kyler Murray,QB,ARI,82,77,65,57,75,62,83,bye,69,73,67,73,64,79,68,82,25,1101,68.8
478,Isaac Nauta,TE,DET,0,0,0,0,bye,5,6,6,5,13,4,8,0,0,0,0,0,47,6.7
479,Jarrett Stidham,QB,NE,0,0,0,0,bye,0,20,0,0,0,0,0,9,14,0,17,0,60,15.0
480,Trayveon Williams,RB,CIN,0,0,0,0,0,0,0,0,bye,5,0,5,0,27,7,6,9,59,5.9
481,Benny Snell,RB,PIT,29,10,15,bye,15,14,6,0,5,4,10,51,33,5,51,22,11,281,17.6
482,Irv Smith,TE,MIN,31,35,36,41,59,44,bye,41,22,0,33,0,0,28,56,56,63,545,41.9
483,Preston Williams,WR,MIA,56,61,35,43,40,40,bye,44,17,0,0,0,0,0,0,0,0,336,42.0
484,Caleb Wilson,TE,PHI,0,0,0,0,0,0,0,0,bye,0,0,5,0,0,0,0,4,9,1.8
485,Jace Sternberger,TE,GB,12,16,20,14,bye,20,20,27,18,20,16,16,3,0,0,0,0,202,16.8
486,Diontae Johnson,WR,PIT,55,54,19,bye,6,0,59,41,59,63,60,65,57,28,53,56,58,733,48.9
487,Travis Homer,RB,SEA,13,8,16,17,23,bye,16,7,31,7,0,0,0,0,0,0,0,138,15.3
488,KeeSean Johnson,WR,ARI,0,0,46,0,5,0,0,bye,0,0,0,9,45,19,21,20,49,214,26.8
489,Darwin Thompson,RB,KC,0,15,6,0,0,3,0,7,0,bye,0,0,0,0,0,0,49,80,6.2
490,Alexander Mattison,RB,MIN,19,10,16,15,43,27,bye,5,16,5,5,12,0,0,6,0,50,229,17.6
491,Stanley Morgan,WR,CIN,0,0,0,0,0,0,0,0,bye,0,0,0,0,3,3,10,2,18,3.0
492,Chase Claypool,WR,PIT,19,24,61,bye,52,51,51,41,56,44,47,45,31,38,43,54,35,692,43.3
493,Devine Ozigbo,RB,JAC,0,0,0,0,0,0,0,bye,0,0,4,2,0,6,3,11,1,27,3.4
494,Dawson Knox,TE,BUF,57,22,0,30,25,0,0,0,25,51,bye,38,49,60,40,46,46,489,40.8
495,Tyler Johnson,WR,TB,0,0,21,25,56,16,29,35,6,7,7,5,bye,3,11,25,18,264,18.9
496,Bryan Edwards,WR,LV,48,49,24,0,0,bye,0,0,1,20,9,19,15,20,24,12,19,260,21.7
497,Justin Herbert,QB,LAC,0,83,78,53,71,bye,79,87,78,63,82,83,72,73,66,57,72,1097,73.1
498,Miles Boykin,WR,BAL,40,48,46,31,36,34,bye,33,23,19,15,17,48,42,35,42,37,546,34.1
499,Ashton Dulin,WR,IND,0,6,12,18,7,6,bye,9,0,0,0,0,8,11,4,8,16,105,8.1
500,Jakob Johnson,RB,NE,21,17,18,0,bye,11,21,16,45,37,19,34,28,24,21,19,19,350,23.3
501,Kahale Warring,TE,HOU,0,0,0,0,0,0,0,bye,0,0,0,4,6,15,12,8,7,52,7.4
502,Chandler Cox,RB,MIA,12,15,16,9,23,12,bye,0,9,0,0,0,12,0,0,0,0,108,13.5
503,Zach Gentry,TE,PIT,0,0,0,bye,0,0,0,0,0,14,6,0,0,0,0,0,0,20,10.0
504,Cullen Gillaspia,RB,HOU,0,0,1,0,1,0,0,bye,4,1,0,0,0,0,0,0,0,7,1.0
505,Juwann Winfree,WR,GB,0,0,0,0,bye,0,0,0,0,7,0,0,0,1,0,0,0,8,4.0
506,Tony Pollard,RB,DAL,10,8,6,23,15,32,19,17,23,bye,21,21,31,19,52,33,34,364,22.8
507,Darius Slayton,WR,NYG,58,58,51,66,64,40,55,68,65,45,bye,56,51,47,47,55,51,877,54.8
508,Bisi Johnson,WR,MIN,33,42,5,11,8,13,bye,2,8,2,4,58,8,19,9,11,8,241,15.1
509,Scotty Miller,WR,TB,43,42,29,40,45,23,43,53,19,9,15,10,bye,5,13,23,28,440,27.5
510,Trenton Irwin,WR,CIN,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,5,0,5,5.0
511,Andrew Beck,TE,DEN,6,8,6,8,bye,11,0,0,0,0,0,0,10,6,3,2,7,67,6.7
512,David Blough,QB,DET,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,15,0,15,15.0
513,Stephen Carlson,TE,CLE,12,4,6,18,0,1,9,9,bye,0,0,3,2,11,0,0,16,91,5.7
514,Penny Hart,WR,SEA,1,0,2,7,0,bye,0,0,0,3,5,8,4,27,0,2,3,62,4.8
515,Jeff Smith,WR,NYJ,0,0,0,72,68,60,12,48,2,bye,7,3,0,33,0,0,12,317,26.4
516,Tyron Johnson,WR,LAC,0,0,0,8,5,bye,11,0,3,13,11,18,15,54,39,44,43,264,22.0
517,John Lovett,QB,GB,1,11,2,6,bye,5,9,0,11,0,0,0,0,0,0,0,0,45,5.6
518,Donald Parham,TE,LAC,0,0,0,1,7,bye,18,10,9,14,9,12,19,14,24,46,38,221,17.0
519,Nate Becker,TE,BUF,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,30,30,30.0
520,Khari Blasingame,RB,TEN,10,12,19,bye,0,10,8,11,11,14,15,16,6,8,13,5,7,165,11.0
521,Malik Taylor,WR,GB,1,15,4,45,bye,32,10,13,26,8,0,2,5,0,1,4,0,166,11.1
522,Olamide Zaccheaus,WR,ATL,11,16,54,53,63,14,11,9,52,bye,13,12,0,0,0,0,0,308,28.0
523,Deonte Harris,WR,NO,7,31,22,14,0,bye,20,39,8,21,7,0,0,0,0,0,0,169,18.8
524,Alex Bachman,WR,NYG,0,0,0,0,0,0,1,0,0,0,bye,0,0,0,0,0,0,1,1.0
525,Nsimba Webster,WR,LAR,0,0,0,0,2,0,0,0,bye,2,0,0,1,1,0,0,0,6,0.4
526,Matt Sokol,TE,LAC,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,15,15,7.5
527,Jeremy Cox,RB,DEN,0,0,0,0,bye,0,8,6,0,4,1,0,0,0,0,0,0,19,2.7
528,Jason Moore,WR,LAC,0,0,0,25,0,bye,0,10,0,0,0,0,0,0,0,0,0,35,17.5
529,Jalen Guyton,WR,LAC,47,44,63,45,65,bye,54,76,69,44,69,63,64,61,53,52,51,920,57.5
530,Steven Sims,WR,WAS,58,60,21,0,0,0,0,bye,16,40,20,13,22,23,28,46,30,377,31.4
531,Darrius Shepherd,WR,GB,0,0,23,36,bye,6,28,18,23,0,2,2,0,0,0,0,0,138,17.3
532,Austin Walter,RB,SF,0,0,0,0,0,0,0,0,0,12,bye,0,0,0,0,0,0,12,3.0
533,Tony Brooks-James,RB,ATL,0,0,0,0,0,0,0,0,0,bye,0,6,0,0,0,0,0,6,6.0
534,Craig Reynolds,RB,JAC,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,3,0,3,1.5
535,Gunner Olszewski,WR,NE,0,0,0,0,bye,0,4,42,35,0,0,1,6,0,1,0,13,102,8.5
536,Chris Myarick,TE,MIA,0,0,0,0,0,0,bye,0,0,5,0,0,0,0,3,0,0,8,2.7
537,D'Ernest Johnson,RB,CLE,4,2,0,17,22,17,2,6,bye,0,1,3,2,0,5,0,0,81,5.1
538,Reggie Begelton,WR,GB,0,0,0,2,bye,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
539,Joe Burrow,QB,CIN,68,92,71,75,67,73,75,73,bye,65,50,0,0,0,0,0,0,709,70.9
540,Tua Tagovailoa,QB,MIA,0,0,0,0,0,5,bye,49,61,58,44,0,70,83,72,46,83,571,57.1
541,Jerry Jeudy,WR,DEN,44,44,46,48,bye,47,58,58,61,61,41,22,49,45,56,61,65,806,50.4
542,CeeDee Lamb,WR,DAL,59,57,49,62,36,60,31,37,39,bye,44,42,48,26,33,36,62,721,45.1
543,Henry Ruggs,WR,LV,42,49,0,0,45,bye,49,54,40,45,32,42,63,41,0,44,36,582,44.8
544,D'Andre Swift,RB,DET,34,20,6,23,bye,17,28,38,30,43,0,0,0,36,42,36,33,386,29.7
545,Tee Higgins,WR,CIN,15,60,57,43,54,59,63,57,bye,55,62,45,47,65,56,64,3,805,50.3
546,Jonathan Taylor,RB,IND,27,49,24,33,31,37,bye,26,21,17,46,0,33,34,38,40,55,511,34.1
547,Jalen Reagor,WR,PHI,40,60,0,0,0,0,0,47,bye,59,63,43,44,47,46,43,19,511,46.5
548,Laviska Shenault,WR,JAC,32,43,45,37,52,28,47,bye,10,0,0,59,25,53,43,48,45,567,40.5
549,Cole Kmet,TE,CHI,21,22,26,15,21,23,0,30,36,35,bye,54,54,51,64,65,67,584,38.9
550,Justin Jefferson,WR,MIN,36,29,51,51,70,50,bye,34,35,61,59,72,82,68,66,58,64,886,55.4
551,Hunter Bryant,TE,DET,0,0,0,0,bye,0,0,0,0,0,0,0,5,4,7,1,8,25,5.0
552,J.K. Dobbins,RB,BAL,24,20,24,21,18,30,bye,54,36,29,41,0,21,37,35,35,32,457,30.5
553,Brandon Aiyuk,WR,SF,0,44,56,64,62,62,50,63,0,68,bye,0,53,74,80,52,0,728,60.7
554,Zack Moss,RB,BUF,39,28,0,0,0,13,34,31,38,39,bye,37,11,44,34,36,18,402,30.9
555,KJ Hamler,WR,DEN,0,48,58,14,bye,0,30,52,55,62,38,28,42,37,49,8,0,521,40.1
556,Cam Akers,RB,LAR,24,3,0,0,13,1,0,20,bye,18,12,17,52,50,36,0,48,294,24.5
557,Devin Duvernay,WR,BAL,11,6,7,16,18,27,bye,37,26,36,13,41,44,9,4,23,30,348,21.8
558,Jalen Hurts,QB,PHI,0,3,3,4,2,7,5,2,bye,3,1,2,26,69,83,73,50,333,22.2
559,Michael Pittman,WR,IND,42,67,35,0,0,0,bye,45,59,57,67,64,58,55,45,50,58,702,54.0
560,Tyler Huntley,QB,BAL,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,11,0,17,28,14.0
561,Donovan Peoples-Jones,WR,CLE,0,0,0,34,10,3,36,4,bye,16,7,11,41,58,36,0,13,269,22.4
562,Clyde Edwards-Helaire,RB,KC,46,48,52,0,43,49,27,33,25,bye,40,47,0,46,45,0,0,501,41.8
563,John Hightower,WR,PHI,28,7,78,50,48,43,30,10,bye,3,1,19,18,0,0,0,12,347,26.7
564,KJ Hill,WR,LAC,12,6,38,2,35,bye,0,1,0,1,0,0,9,16,15,1,11,147,9.8
565,La'Mical Perine,RB,NYJ,0,9,21,10,0,41,40,28,21,bye,11,0,0,0,0,19,0,200,20.0
566,Antonio Gandy-Golden,WR,WAS,0,5,16,12,23,7,0,bye,0,0,0,0,0,0,0,59,0,122,20.3
567,Denzel Mims,WR,NYJ,0,0,0,0,0,0,45,55,44,bye,54,52,50,0,58,63,18,439,48.8
568,LeVante Bellamy,RB,DEN,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,8,1,9,1.8
569,Ke'Shawn Vaughn,RB,TB,0,0,0,19,18,10,0,0,0,0,0,0,bye,4,10,35,3,99,9.9
570,AJ Dillon,RB,GB,5,7,0,3,bye,10,14,10,0,0,0,0,0,0,5,38,5,97,8.8
571,James Proche,WR,BAL,5,0,0,1,6,0,bye,3,1,0,1,1,4,0,3,0,0,25,1.8
572,Anthony McFarland,RB,PIT,0,0,10,bye,5,10,5,1,8,0,5,14,11,0,7,0,13,89,8.1
573,Colby Parkinson,TE,SEA,0,0,0,0,0,bye,0,3,0,0,0,11,2,19,8,0,8,51,8.5
574,Harrison Bryant,TE,CLE,31,30,40,53,29,21,40,39,bye,36,39,42,39,55,30,67,0,591,39.4
575,Quintez Cephus,WR,DET,62,39,10,6,bye,0,0,0,31,30,17,25,31,33,29,20,32,365,28.1
576,Gabriel Davis,WR,BUF,43,22,46,36,72,33,70,35,32,37,bye,60,71,62,68,72,38,797,49.8
577,Darrynton Evans,RB,TEN,0,0,8,bye,5,0,0,0,0,0,0,0,0,0,13,6,1,33,6.6
578,Adam Trautman,TE,NO,7,8,32,19,0,bye,28,16,29,27,32,39,27,15,21,52,41,393,26.2
579,Devin Asiasi,TE,NE,10,10,29,0,bye,24,0,0,0,0,0,0,0,23,27,47,35,205,25.6
580,J.J. Taylor,RB,NE,9,1,15,0,bye,0,0,0,0,0,0,0,0,0,5,16,4,50,8.3
581,Joshua Kelley,RB,LAC,18,43,23,30,25,bye,38,21,43,17,11,19,3,0,5,0,1,297,21.2
582,Salvon Ahmed,RB,MIA,0,0,0,0,0,0,bye,0,28,44,43,0,0,0,44,15,31,205,34.2
583,Josiah Deguara,TE,GB,24,0,0,7,bye,0,0,0,0,0,0,0,0,0,0,0,0,31,15.5
584,Joe Reed,WR,LAC,3,2,6,0,0,bye,7,2,4,0,0,0,0,0,0,0,3,27,2.5
585,Rodney Smith,RB,CAR,0,0,0,0,0,0,0,0,0,9,9,15,bye,16,24,21,39,133,19.0
586,Tony Jones,RB,NO,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,5,5,5.0
587,Van Jefferson,WR,LAR,33,26,8,3,18,3,0,14,bye,13,4,0,40,19,14,14,44,253,16.9
588,Adrian Killins,RB,PHI,0,0,0,8,0,0,0,0,bye,0,0,0,0,0,0,0,0,8,8.0
589,Marquez Callaway,WR,NO,0,13,2,15,52,bye,51,0,17,6,8,13,0,0,0,42,47,266,24.2
590,DeeJay Dallas,RB,SEA,0,0,0,11,0,bye,13,54,20,22,7,0,12,8,0,0,0,147,12.3
591,Artavis Pierce,RB,CHI,0,0,0,0,0,0,0,0,1,6,bye,0,0,0,0,5,1,13,2.6
592,Juwan Johnson,TE,NO,0,0,0,0,0,bye,13,64,0,0,0,0,20,5,42,23,15,182,26.0
593,Dalton Keene,TE,NE,0,0,0,0,bye,0,24,0,0,0,0,0,23,31,29,3,30,140,23.3
594,Scottie Phillips,RB,HOU,0,0,0,0,0,0,0,bye,0,0,0,4,0,1,4,0,0,9,1.1
595,Lynn Bowden,WR,MIA,0,4,0,4,10,5,bye,0,0,0,0,22,31,59,65,58,78,336,33.6
596,Isaiah Wright,WR,WAS,0,0,29,58,42,57,0,bye,16,29,16,17,29,17,22,13,2,347,24.8
597,Jake Luton,QB,JAC,0,0,0,0,0,0,0,bye,69,64,58,0,0,0,0,0,0,191,63.7
598,Antonio Gibson,RB,WAS,18,43,25,31,30,27,33,bye,25,33,33,45,4,0,0,21,37,405,28.9
599,JaMycal Hasty,RB,SF,0,0,6,0,2,15,15,29,15,15,bye,0,0,0,0,0,0,97,12.1
600,James Robinson,RB,JAC,35,38,30,52,43,19,57,bye,50,53,41,63,60,40,36,0,0,617,44.1
601,Rico Dowdle,RB,DAL,0,0,0,1,0,3,0,0,0,bye,0,0,0,0,8,1,1,14,0.9
602,Jason Huntley,RB,PHI,1,0,0,0,0,0,8,2,bye,0,0,0,0,0,0,0,20,31,6.2
603,Charlie Woerner,TE,SF,1,8,12,2,2,2,7,6,8,8,bye,13,15,24,0,0,11,119,8.5
604,Tyrie Cleveland,WR,DEN,5,0,4,2,bye,4,13,0,6,0,0,11,2,0,0,0,25,72,7.2
605,Noah Togiai,TE,IND,0,37,15,0,0,4,bye,0,0,16,0,0,0,0,0,0,0,72,18.0
606,Austin Mack,WR,NYG,0,0,0,0,0,36,12,10,38,24,bye,17,8,4,7,20,16,192,17.5
607,Ben Ellefson,TE,JAC,13,17,0,0,0,0,20,bye,26,19,26,13,0,0,0,0,0,134,19.1
608,Lawrence Cager,WR,NYJ,0,0,29,10,0,0,0,0,0,bye,0,0,0,0,0,0,0,39,19.5
609,K.J. Osborn,WR,MIN,1,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,1,0.1
610,Quez Watkins,WR,PHI,0,0,0,0,5,15,0,0,bye,0,0,0,0,22,28,12,37,119,19.8
611,Sean McKeon,TE,DAL,0,3,4,0,5,6,2,0,6,bye,5,4,3,9,7,7,4,65,4.6
612,Freddie Swain,WR,SEA,16,12,34,27,21,bye,23,19,22,25,15,24,27,33,16,23,14,351,21.9
613,Ja'Marcus Bradley,WR,CLE,0,0,0,0,0,0,0,0,bye,0,0,0,11,4,0,77,0,92,30.7
614,Dezmon Patmon,WR,IND,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,2,2,2.0
615,Malcolm Perry,WR,MIA,0,0,0,0,0,0,bye,7,23,23,51,6,0,33,10,1,2,156,17.3
616,Nick Westbrook-Ikhine,WR,TEN,0,6,12,bye,45,27,2,2,5,9,0,1,0,19,9,13,7,157,11.2
617,Kirk Merritt,WR,MIA,0,0,0,0,0,0,bye,0,1,0,0,0,0,0,0,0,0,1,1.0
618,Chris Streveler,QB,ARI,1,1,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,28,30,7.5
619,Isaiah Coulter,WR,HOU,0,0,0,0,0,0,0,bye,0,0,0,0,0,6,0,0,0,6,6.0
620,Darnell Mooney,WR,CHI,22,39,51,46,41,44,0,65,67,46,bye,58,56,45,53,53,45,731,48.7
621,Tyler Davis,TE,JAC,0,0,12,7,5,9,0,bye,0,0,0,0,0,0,0,0,0,33,4.1
622,Ben DiNucci,QB,DAL,0,0,0,0,0,3,12,79,0,bye,0,0,0,0,0,0,0,94,31.3
623,Tommy Stevens,QB,CAR,0,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,5,5,5.0
624,Antonio Williams,RB,BUF,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,28,28,28.0
625,Reggie Gilliam,RB,BUF,3,3,1,3,4,3,13,9,14,1,bye,6,7,4,10,0,0,81,5.8
626,Isaiah Zuber,WR,NE,0,0,6,0,bye,5,0,6,0,0,0,0,0,0,0,0,0,17,5.7
627,Kristian Wilkerson,WR,NE,0,0,0,0,bye,0,0,0,2,0,0,0,0,0,0,0,0,2,2.0
628,Kendall Hinton,WR,DEN,0,0,0,0,bye,0,0,0,0,0,0,24,0,0,0,0,0,24,24.0
629,Jonathan Ward,RB,ARI,0,0,0,0,3,0,0,bye,0,0,0,0,0,0,0,0,1,4,0.3
630,DeMichael Harris,WR,IND,0,0,0,0,0,12,bye,0,16,9,16,11,4,0,0,14,0,82,11.7
631,Farrod Green,TE,IND,0,5,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,5,5.0
632,Nathan Cottrell,RB,JAC,2,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,2,0.3
633,Gabe Nabers,RB,LAC,6,8,3,7,13,bye,14,3,1,10,7,7,3,12,11,2,22,129,8.1
634,Jake Bargas,TE,MIN,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,7,0,7,7.0
635,Dan Chisena,WR,MIN,1,0,0,0,0,2,bye,0,0,0,0,0,0,0,0,0,0,3,0.2
636,Dominique Dafney,TE,GB,0,0,0,0,bye,0,0,0,0,0,0,0,6,12,11,26,13,68,13.6
