,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,TTL,AVG
503,P.J. Walker,QB,CAR,0,0,0,0,0,0,19,10,0,66,0,15,bye,,,,,,110,27.5
504,Keith Kirkwood,WR,CAR,0,0,0,0,0,0,29,35,0,0,0,0,bye,,,,,,64,32.0
505,Geronimo Allison,WR,DET,0,0,0,0,0,0,32,0,bye,0,0,0,0,,,,,,32,32.0
506,Brock Wright,TE,DET,0,0,0,0,0,0,17,0,bye,36,13,0,29,,,,,,95,23.8
507,Ke'Shawn Vaughn,RB,TB,0,0,0,0,0,0,8,0,bye,0,9,0,0,,,,,,17,8.5
508,Deon Yelder,TE,TB,0,0,0,0,0,0,11,0,bye,0,0,0,0,,,,,,11,11.0
509,Ryan Nall,RB,CHI,0,0,0,0,0,0,5,7,2,bye,0,0,0,,,,,,14,3.5
510,Keke Coutee,WR,IND,0,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,4,4.0
511,Devine Ozigbo,RB,Multi,0,0,0,0,0,0,4,0,0,0,0,0,0,,,,,,4,2.0
512,Tre'Quan Smith,WR,NO,0,0,0,0,0,bye,41,48,61,61,62,45,47,,,,,,365,52.1
513,Kevin White,WR,NO,0,0,0,0,0,bye,8,9,15,9,0,0,0,,,,,,41,10.3
514,Antoine Wesley,WR,ARI,0,0,0,0,0,0,0,31,54,42,63,bye,0,,,,,,190,47.5
515,Juwann Winfree,WR,GB,0,0,0,0,0,0,0,54,0,0,0,0,bye,,,,,,54,54.0
516,Patrick Laird,RB,MIA,0,0,0,0,0,0,0,10,0,16,11,0,0,,,,,,37,12.3
517,Anthony McFarland,RB,PIT,0,0,0,0,0,0,bye,7,0,0,0,12,0,,,,,,19,9.5
518,La'Mical Perine,RB,NYJ,0,0,0,0,0,bye,0,6,0,0,0,0,0,,,,,,6,6.0
519,Josh Johnson,QB,NYJ,0,0,0,0,0,bye,0,5,63,0,0,1,0,,,,,,69,23.0
520,Dontrell Hilliard,RB,TEN,0,0,0,0,0,0,0,0,0,0,51,32,bye,,,,,,83,27.7
521,David Blough,QB,DET,0,0,0,0,0,0,0,4,bye,0,0,0,0,,,,,,4,4.0
522,Jermar Jefferson,RB,DET,0,0,0,0,0,0,0,11,bye,3,0,5,8,,,,,,27,6.8
523,Jordan Howard,RB,PHI,0,0,0,0,0,0,0,16,23,24,13,0,0,,,,,,76,19.0
524,Gardner Minshew,QB,PHI,0,0,0,0,0,0,0,14,0,0,0,0,71,,,,,,85,42.5
525,Scottie Phillips,RB,HOU,0,0,0,0,0,0,0,15,4,bye,0,0,0,,,,,,19,9.5
526,Brevin Jordan,TE,HOU,0,0,0,0,0,0,0,15,20,bye,18,34,22,,,,,,109,21.8
527,Trevor Siemian,QB,NO,0,0,0,0,0,bye,0,56,73,62,65,57,0,,,,,,313,62.6
528,Cyril Grayson,WR,TB,0,0,0,0,0,0,0,8,bye,0,0,0,0,,,,,,8,8.0
529,Luke Stocker,TE,MIN,0,0,0,0,0,0,bye,17,18,20,0,0,13,,,,,,68,17.0
530,Cooper Rush,QB,DAL,0,0,0,0,0,0,bye,73,0,14,0,0,0,,,,,,87,43.5
531,Sam Ehlinger,QB,IND,0,0,0,0,0,0,0,0,1,0,7,0,10,,,,,,18,6.0
532,Dezmon Patmon,WR,IND,0,0,0,0,0,0,0,0,20,0,9,0,0,,,,,,29,14.5
533,C.J. Beathard,QB,JAC,0,0,0,0,0,0,bye,0,6,0,0,0,1,,,,,,7,3.5
534,Pharoh Cooper,WR,NYG,0,0,0,0,0,0,0,0,2,bye,13,35,27,,,,,,77,19.3
535,Dillon Stoner,WR,LV,0,0,0,0,0,0,0,bye,1,4,0,0,0,,,,,,5,2.5
536,Kene Nwangwu,RB,MIN,0,0,0,0,0,0,bye,0,0,0,0,2,9,,,,,,11,2.2
537,Sean McKeon,TE,DAL,0,0,0,0,0,0,bye,0,12,36,9,12,0,,,,,,69,17.3
538,Kirk Merritt,WR,MIA,0,0,0,0,0,0,0,0,11,0,0,0,0,,,,,,11,11.0
539,John Hightower,WR,PHI,0,0,0,0,0,0,0,0,2,0,0,0,0,,,,,,2,2.0
540,Chris Streveler,QB,ARI,0,0,0,0,0,0,0,0,2,22,0,bye,0,,,,,,24,12.0
541,Greg Dortch,WR,ARI,0,0,0,0,0,0,0,0,4,1,0,bye,0,,,,,,5,2.5
542,Adrian Peterson,RB,Multi,0,0,0,0,0,0,0,0,19,20,15,0,18,,,,,,72,18.0
543,D'Onta Foreman,RB,TEN,0,0,0,0,0,0,0,0,12,21,15,31,bye,,,,,,79,19.8
544,Kevin Rader,TE,PIT,0,0,0,0,0,0,bye,0,1,0,0,0,0,,,,,,1,1.0
545,Mason Rudolph,QB,PIT,0,0,0,0,0,0,bye,0,0,87,0,0,0,,,,,,87,87.0
546,Dez Fitzpatrick,WR,TEN,0,0,0,0,0,0,0,0,0,13,64,12,bye,,,,,,89,29.7
547,Frank Darby,WR,ATL,0,0,0,0,0,bye,0,0,0,12,0,0,0,,,,,,12,6.0
548,Kenny Yeboah,TE,NYJ,0,0,0,0,0,bye,0,0,0,0,0,0,14,,,,,,14,7.0
549,Joe Flacco,QB,NYJ,0,0,0,0,0,bye,0,0,0,6,60,0,0,,,,,,66,33.0
550,Davis Webb,QB,BUF,0,0,0,0,0,0,bye,0,0,4,0,0,0,,,,,,4,4.0
551,Dan Chisena,WR,MIN,0,0,0,0,0,0,bye,0,0,0,0,0,5,,,,,,5,2.5
552,Cam Newton,QB,CAR,0,0,0,0,0,0,0,0,0,9,51,40,bye,,,,,,100,33.3
553,Patrick Taylor,RB,GB,0,0,0,0,0,0,0,0,0,3,15,0,bye,,,,,,18,9.0
554,Daniel Helm,TE,LV,0,0,0,0,0,0,0,bye,0,3,0,14,0,,,,,,17,8.5
555,Jeff Wilson,RB,SF,0,0,0,0,0,bye,0,0,0,22,40,10,2,,,,,,74,18.5
556,Kendall Blanton,TE,LAR,0,0,0,0,0,0,0,0,0,2,bye,0,10,,,,,,12,6.0
557,Deon Jackson,RB,IND,0,0,0,0,0,0,0,0,0,0,7,0,8,,,,,,15,5.0
558,Qadree Ollison,RB,ATL,0,0,0,0,0,bye,0,0,0,0,26,0,13,,,,,,39,19.5
559,Nick Boyle,TE,BAL,0,0,0,0,0,0,0,bye,0,0,32,0,0,,,,,,32,32.0
560,Nick Bawden,RB,NYJ,0,0,0,0,0,bye,0,0,0,0,8,0,0,,,,,,8,8.0
561,Duke Johnson,RB,MIA,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,6,6.0
562,Tyree Jackson,TE,PHI,0,0,0,0,0,0,0,0,0,0,14,0,0,,,,,,14,14.0
563,Nick Vannett,TE,NO,0,0,0,0,0,bye,0,0,0,0,18,21,42,,,,,,81,27.0
564,Ja'Marcus Bradley,WR,CLE,0,0,0,0,0,0,0,0,0,0,55,21,bye,,,,,,76,38.0
565,Tim Boyle,QB,DET,0,0,0,0,0,0,0,0,bye,0,48,0,0,,,,,,48,48.0
566,Daurice Fountain,WR,KC,0,0,0,0,0,0,0,0,0,0,2,bye,0,,,,,,2,2.0
567,Tre' McKitty,TE,LAC,0,0,0,0,0,0,bye,0,0,0,18,21,0,,,,,,39,19.5
568,Breshad Perriman,WR,TB,0,0,0,0,0,0,0,0,bye,0,18,0,59,,,,,,77,38.5
569,Chris Myarick,TE,NYG,0,0,0,0,0,0,0,0,0,bye,14,24,0,,,,,,38,19.0
570,Isaiah Coulter,WR,CHI,0,0,0,0,0,0,0,0,0,bye,0,14,0,,,,,,14,14.0
571,Adam Prentice,RB,NO,0,0,0,0,0,bye,0,0,0,0,0,15,0,,,,,,15,15.0
572,Marquez Stevenson,WR,BUF,0,0,0,0,0,0,bye,0,0,0,0,1,0,,,,,,1,1.0
573,Austin Walter,RB,NYJ,0,0,0,0,0,bye,0,0,0,0,0,16,8,,,,,,24,12.0
574,Cody Hollister,WR,TEN,0,0,0,0,0,0,0,0,0,0,0,48,bye,,,,,,48,48.0
575,Darius Bradwell,RB,LAC,0,0,0,0,0,0,bye,0,0,0,0,7,0,,,,,,7,7.0
576,Jaylen Samuels,RB,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,8,,,,,,8,8.0
577,Davion Davis,WR,HOU,0,0,0,0,0,0,0,0,0,bye,0,0,20,,,,,,20,20.0
578,Rodney Adams,WR,CHI,0,0,0,0,0,0,0,0,0,bye,0,0,10,,,,,,10,10.0
579,Wendell Smallwood,RB,WAS,0,0,0,0,0,0,0,0,bye,0,0,0,5,,,,,,5,5.0
580,Sammis Reyes,TE,WAS,0,0,0,0,0,0,0,0,bye,0,0,0,6,,,,,,6,6.0
581,Nate McCrary,RB,BAL,0,0,0,0,0,0,0,bye,0,0,0,0,2,,,,,,2,2.0
